payment_method_id,user_id,payment_type,provider,masked_details,last_four_digits,token,status,is_default,registration_date,expiry_date,last_used,transactions_count,total_amount_processed,verification_status,country,issuer_bank,billing_address,cvv_verified,three_ds_enabled,failed_attempts,risk_score
2366,1406,debit_card,Mastercard Debit,****6377,6377,bc9ba93c-15e3-44d4-aa04-c0aa5b0a7529,active,False,2024-06-23 09:32:04,12/26,2025-10-20 09:32:04,195,26410.46,verified,CO,"Ross, Shah and Jackson","6066 Gonzales Valley Apt. 893, South Angelica, VT 23408",True,True,0,21.01
2367,1164,ewallet,Rappi Pay,perezlinda@example.com,,91d4a984-f6f9-4c37-ac7a-b5aaeb577a8d,active,False,2023-11-17 09:32:04,,2025-08-31 09:32:04,97,28725.0,verified,CO,,,,,0,99.39
2368,1092,credit_card,Visa,****1868,1868,3756190b-0ed0-4cae-99b2-48f2c16a045b,active,False,2025-05-17 09:32:04,10/27,2025-09-09 09:32:04,8,20182.32,verified,MX,Calhoun Inc,"16108 Salazar Ports Apt. 565, North Brandonfurt, GU 03544",True,True,0,72.78
2369,7196,credit_card,American Express,****5914,5914,0290a23c-4b65-4cb7-93bf-17a9e80798f3,active,True,2025-04-06 09:32:04,01/27,2025-09-17 09:32:04,124,17937.91,verified,AR,Peterson-Johnson,"445 Robinson Expressway, West Laurenfort, ND 53483",True,False,0,54.4
2370,3526,credit_card,Diners Club,****4985,4985,16bd4799-e1e6-48d9-8f5b-0149b7ab34ea,blocked,False,2023-11-15 09:32:04,05/27,2024-12-23 09:32:04,28,1582.1,verified,CL,Smith Ltd,"62494 Ricky Radial Apt. 270, Lake Shawnhaven, NH 87713",True,False,0,26.83
2371,1251,debit_card,Visa Debit,****1809,1809,cd61e3eb-eccf-4109-b3c5-30f169f23cb6,active,True,2025-09-14 09:32:04,04/30,2025-08-27 09:32:04,57,48018.84,verified,AR,Spears and Sons,"88733 Jamie Centers, Lake Kyle, OH 83985",True,True,0,2.46
2372,9231,bank_transfer,PIX,****6065,6065,7034de91-dfd8-43f8-865e-5abe82a9d251,active,False,2025-05-28 09:32:04,,2025-10-10 09:32:04,163,40075.64,verified,MX,"Lamb, Sloan and Garcia",,,,0,16.69
2373,6315,debit_card,Mastercard Debit,****1168,1168,0114e09f-cdb3-40b6-b9d5-d465a3515a68,active,False,2024-02-23 09:32:04,10/29,2025-10-10 09:32:04,177,1101.75,verified,BR,Townsend-Smith,"7473 Romero Neck Suite 536, New Heather, NJ 29705",True,True,0,74.51
2374,5183,credit_card,Mastercard,****3069,3069,ea4eebf5-a1eb-4563-9b5b-add05a67b872,inactive,False,2024-07-14 09:32:04,01/27,2025-05-22 09:32:04,45,362.41,verified,BR,"Schmidt, Vazquez and Gibson","4303 Miranda Ridges, South Stephenchester, ND 88150",True,True,0,99.43
2375,607,credit_card,Mastercard,****2317,2317,829848da-84b6-40ab-9f90-f1010ac5821c,active,False,2023-11-14 09:32:04,09/27,2025-09-23 09:32:04,45,38522.23,verified,BR,Nolan Ltd,"1410 Steven Falls, Shannonberg, IL 36607",True,True,0,8.77
2376,3394,debit_card,Maestro,****7042,7042,e41637ab-48ac-4056-a7e4-44178e57f63f,active,False,2023-11-22 09:32:04,10/28,2025-09-05 09:32:04,139,24690.27,pending,CO,"Stewart, Hoffman and Johnson","Unit 7047 Box 3508, DPO AP 46161",True,False,0,77.45
2377,511,bank_transfer,PIX,****9725,9725,965aa771-f61d-466a-8115-57199095aa25,active,False,2024-03-19 09:32:04,,2025-09-27 09:32:04,99,8777.8,verified,AR,"Rodgers, Harper and Murphy",,,,0,99.09
2378,739,debit_card,Visa Debit,****5474,5474,0067789b-e70f-4299-92a9-6b36a9a51c5b,active,False,2024-03-09 09:32:04,09/29,2025-10-21 09:32:04,85,15100.13,verified,PE,"Tucker, Miller and Weber","007 Glenn Route, Nicholasbury, CT 75127",True,False,0,61.03
2379,273,debit_card,Visa Debit,****7111,7111,d58fb282-7025-47d8-a915-3a2ac48ee39f,active,False,2024-06-25 09:32:04,09/30,2025-09-12 09:32:04,78,8491.76,verified,BR,"Miller, Scott and Martinez","726 Tyler Isle Apt. 555, Johnton, MP 58881",True,True,0,65.89
2380,6297,credit_card,Mastercard,****9016,9016,6a9f004b-d0e5-458d-a2e7-e41cd8a843ef,active,False,2023-11-09 09:32:04,03/27,2025-09-04 09:32:04,119,2871.69,verified,BR,Smith Ltd,"4447 Evans Lights, Greenberg, PA 33604",True,True,0,48.8
2381,8615,credit_card,American Express,****9919,9919,f89a1998-f4fe-4d4e-914a-cdbac82a6454,inactive,False,2025-09-24 09:32:04,12/26,2025-06-21 09:32:04,43,2177.57,pending,AR,"Brooks, Ramirez and Hammond","63556 Kimberly Inlet Apt. 785, East Robert, MA 47855",True,False,0,14.71
2382,1604,bank_transfer,PIX,****7368,7368,79190bc6-4927-4b8b-904d-877a1153d506,inactive,False,2024-02-02 09:32:04,,2025-07-25 09:32:04,29,160.61,verified,CO,"Smith, Parker and Patterson",,,,0,96.78
2383,5006,debit_card,Visa Debit,****4284,4284,81a43a3b-5d68-4409-abea-dd2e905e7574,blocked,False,2024-02-14 09:32:04,02/28,2025-03-27 09:32:04,23,2269.48,pending,MX,"Cook, Bowen and Deleon","926 Tony Extensions Suite 223, Timothyland, NH 87539",True,True,0,17.85
2384,5651,credit_card,Mastercard,****7698,7698,42f28a7c-6683-4862-bad2-183cf7c556a5,expired,True,2025-02-21 09:32:04,07/25,2025-05-28 09:32:04,35,1520.43,verified,MX,Gutierrez Group,"1617 Kimberly Meadows, Lake Saraborough, VI 93477",True,True,0,3.89
2385,2569,debit_card,Visa Debit,****3918,3918,09463cb5-0c8d-40d3-a14e-177b7cebf95f,blocked,False,2024-10-16 09:32:04,08/27,2025-03-31 09:32:04,45,1685.74,verified,CO,"Hayes, Koch and Wood","740 Jennifer Pass Apt. 111, New Amytown, NJ 77357",True,True,1,1.49
2386,1844,credit_card,Visa,****2847,2847,215198ef-389c-4587-a966-de0bc743e407,active,False,2023-12-23 09:32:04,12/26,2025-10-20 09:32:04,125,13323.71,verified,BR,Hendricks-English,"7681 Kenneth Trace, North Tara, DC 50200",True,True,0,47.15
2387,1766,debit_card,Visa Debit,****8970,8970,052d5d3d-e8b7-4506-8c3f-144e92732f48,active,False,2025-01-22 09:32:04,03/29,2025-10-15 09:32:04,19,11741.32,verified,CL,"Jones, Alexander and Williams","1572 Turner Extensions, New Michelle, WY 92880",True,True,0,58.18
2388,8391,bank_transfer,PIX,****6735,6735,604f1aed-7786-47af-98d5-7c29de3ffbce,active,True,2024-01-03 09:32:04,,2025-09-24 09:32:04,184,5031.67,verified,MX,Walker-Smith,,,,0,10.29
2389,7199,credit_card,American Express,****9257,9257,dcbaca44-a97e-4302-bae2-637543d79222,inactive,False,2024-07-17 09:32:04,01/29,2025-01-12 09:32:04,8,1650.14,verified,BR,"Thomas, Wilkinson and Blankenship","971 Hopkins Knoll Suite 318, Lake Jerome, MT 19329",True,True,0,29.27
2390,7079,ewallet,Rappi Pay,janetchavez@example.org,,2697c3a2-5384-48d9-8423-9422fdec5e9e,inactive,True,2024-03-03 09:32:04,,2025-02-26 09:32:04,12,2003.35,pending,CO,,,,,0,39.44
2391,6661,bank_transfer,SPEI,****6840,6840,fd995ebd-0ba0-4c18-866f-ac079dd1d618,active,False,2025-07-17 09:32:04,,2025-09-03 09:32:04,112,10631.73,verified,AR,"Owens, Montoya and Smith",,,,0,26.87
2392,1154,debit_card,Visa Debit,****8507,8507,a49ccfb2-4b9b-4f5f-be2f-5fec1d8646a9,active,True,2024-07-17 09:32:04,01/30,2025-08-30 09:32:04,97,15626.45,verified,BR,Wu PLC,"1526 Barber Center, Lake Susan, SC 36337",True,False,0,34.11
2393,1874,bank_transfer,SPEI,****2917,2917,531b3041-acd6-4594-acf1-4f3ec356fb97,active,False,2025-07-04 09:32:04,,2025-09-09 09:32:04,93,3651.0,pending,MX,Guerrero LLC,,,,0,58.57
2394,984,credit_card,Mastercard,****8806,8806,4d781d09-b2ec-4088-a0e3-a9606669bd10,active,False,2025-01-30 09:32:04,02/27,2025-09-25 09:32:04,170,44954.74,verified,BR,Wells Group,"9526 Sullivan Ford, Nancyland, AS 22731",True,True,0,92.1
2395,7763,bank_transfer,PIX,****4824,4824,41c7bf73-c2de-4110-a850-fa5f38b5c8b9,active,False,2025-06-14 09:32:04,,2025-09-08 09:32:04,144,27061.65,pending,PE,Harvey-Conner,,,,0,78.13
2396,8334,credit_card,Visa,****5193,5193,c8b894ef-932a-47db-89e0-0c572394868c,expired,False,2024-10-26 09:32:04,06/25,2025-02-28 09:32:04,35,2661.94,verified,CL,Cannon PLC,"Unit 9954 Box 1714, DPO AP 30037",True,False,0,51.59
2397,2239,debit_card,Visa Debit,****9018,9018,8e74bb5f-6c86-4aa5-acc2-bca7e128617a,blocked,False,2025-06-25 09:32:04,10/26,2025-07-11 09:32:04,35,2753.38,verified,CL,Gutierrez-Wiley,"2052 Christopher Wells Apt. 432, East Nicoleborough, ND 58288",True,False,4,11.71
2398,641,debit_card,Visa Debit,****6427,6427,6293e134-ecbb-42a1-a99f-45c695a42387,active,False,2025-01-21 09:32:04,05/28,2025-10-09 09:32:04,180,31401.91,verified,CL,Rodriguez Group,"45711 Jenkins Gateway Apt. 795, New Diane, DE 28312",True,False,0,5.79
2399,1104,bank_transfer,PSE,****3137,3137,028ef14c-13b1-4761-bd58-0786116e0c41,active,False,2024-01-24 09:32:04,,2025-09-25 09:32:04,28,31877.88,verified,BR,Montoya-Delacruz,,,,0,85.23
2400,7375,debit_card,Mastercard Debit,****2891,2891,0ab1bad4-6be6-4d81-b881-efd878a23d8a,active,False,2024-11-19 09:32:04,02/27,2025-08-28 09:32:04,126,38699.24,verified,BR,Watts and Sons,"53418 Smith Manor, Port Michaelbury, PA 14112",True,True,0,50.75
2401,1421,debit_card,Visa Debit,****1830,1830,6a736dfa-b21c-4112-a9d4-7274d998027d,active,False,2024-08-27 09:32:04,01/30,2025-10-22 09:32:04,198,44869.91,verified,MX,Malone-Garner,"78451 Harper Via Suite 476, Douglasfurt, GA 26687",True,True,0,40.39
2402,8999,bank_transfer,PSE,****1206,1206,7549e195-5ed8-437b-923e-de5771106c86,active,False,2025-06-11 09:32:04,,2025-08-29 09:32:04,71,29049.59,verified,MX,Johnson-Rubio,,,,0,87.68
2403,7147,credit_card,Visa,****8731,8731,8dc97859-abea-4e0d-9136-79a77b027cbe,active,True,2024-05-09 09:32:04,05/27,2025-09-24 09:32:04,24,45244.9,verified,MX,Hernandez-Collier,"78637 Kelly Via Suite 098, Khanfurt, PA 06350",True,False,0,10.73
2404,4331,debit_card,Mastercard Debit,****7371,7371,c764daba-2ec1-48a7-8a58-95a30023a6f2,active,False,2024-03-15 09:32:04,09/29,2025-09-29 09:32:04,67,27650.13,verified,BR,Smith-White,"400 Miller Station, Hallmouth, IL 70273",True,True,0,89.28
2405,8285,credit_card,Visa,****7359,7359,1e63239f-0d87-470b-b35a-107c67e72398,expired,False,2025-05-22 09:32:04,05/25,2024-11-25 09:32:04,38,133.1,verified,MX,Patton Ltd,"Unit 0310 Box 6280, DPO AP 39462",True,True,0,6.92
2406,4415,ewallet,PayPal,sanchezjessica@example.com,,b9aef757-c8b1-466a-bee9-65b8919303b7,expired,False,2025-07-14 09:32:04,,2025-07-24 09:32:04,2,3583.83,verified,BR,,,,,0,97.75
2407,3443,credit_card,American Express,****5041,5041,5a7cacb6-16c1-4c67-8368-785e92150725,active,False,2025-10-05 09:32:04,10/26,2025-09-11 09:32:04,33,47426.0,verified,CO,Carter-Reeves,"34830 Nathan Radial, Brandybury, MS 40327",True,False,0,41.61
2408,1301,debit_card,Maestro,****2016,2016,56cd8ef6-917a-4aef-bddb-9e480a787bfb,active,True,2025-01-24 09:32:04,04/30,2025-08-29 09:32:04,113,43322.25,failed,BR,Vance Group,"65615 Harper Divide, Sanchezland, VT 41880",True,True,0,31.98
2409,3952,bank_transfer,PIX,****7350,7350,253bc3a5-a44a-45fc-b0d4-f9251c2206b9,blocked,False,2023-11-09 09:32:04,,2024-11-28 09:32:04,5,1995.77,verified,CO,"Francis, Rogers and Johnson",,,,0,44.71
2410,4112,credit_card,Visa,****4493,4493,40a38494-1882-4a8d-9336-6d4c6d2e4689,inactive,False,2025-09-01 09:32:04,06/29,2025-06-29 09:32:04,39,3380.38,failed,AR,Rodgers Group,"00060 Ruiz Turnpike Suite 214, Garciaton, WY 96349",True,True,0,40.75
2411,1053,debit_card,Mastercard Debit,****1132,1132,2674e092-7fad-4d1f-84ea-f024357222f2,active,True,2025-03-10 09:32:04,11/26,2025-10-07 09:32:04,181,28360.76,pending,MX,Hopkins-Davis,"113 Winters Underpass, Allisonburgh, AS 69842",True,True,0,2.35
2412,5319,debit_card,Visa Debit,****4944,4944,03bcf7ee-5e97-4303-afe0-b069e4b6238e,active,True,2023-12-18 09:32:04,03/27,2025-09-02 09:32:04,7,42934.52,verified,BR,"Jackson, Buck and Hinton","17665 Carol Mews Apt. 929, Pattersonhaven, AL 42949",True,True,0,69.31
2413,399,ewallet,MercadoPago,eholmes@example.com,,b68ff8a7-07b7-4a48-90d0-d06c294b0181,active,False,2025-07-18 09:32:04,,2025-10-05 09:32:04,99,17828.35,verified,CO,,,,,0,15.7
2414,2293,debit_card,Visa Debit,****9063,9063,b3441fa3-031c-480b-bcb2-c4069283239f,active,False,2024-11-15 09:32:04,07/27,2025-10-20 09:32:04,168,43884.72,verified,MX,Frost-Adams,"862 Bradley Meadows Apt. 135, North Hannah, TX 35472",False,True,0,23.57
2415,8479,credit_card,Visa,****2031,2031,c1ac066b-80e8-40b9-8af6-51e4c1646095,active,True,2024-08-22 09:32:04,07/26,2025-09-09 09:32:04,74,44288.2,verified,CO,Burgess Inc,"86408 Knight Parks Apt. 141, West Alexandraton, MH 36222",True,False,0,70.71
2416,2210,bank_transfer,PIX,****4453,4453,533ccfe4-462e-4312-913b-460ea57904df,active,True,2025-09-12 09:32:04,,2025-10-08 09:32:04,84,20640.38,verified,BR,Savage-Wells,,,,0,78.92
2417,1900,bank_transfer,TEF,****1694,1694,62c584c2-4886-4ebc-80e2-139450f40df1,active,True,2024-01-24 09:32:04,,2025-10-10 09:32:04,109,43363.85,verified,CO,"Bell, Lowery and Cunningham",,,,0,50.87
2418,1028,credit_card,Visa,****9348,9348,8b24d211-3e0e-4e5d-9f85-ab9eba3a8785,active,False,2024-07-20 09:32:04,01/29,2025-09-04 09:32:04,40,3295.59,verified,CO,Thompson-Paul,"1451 Washington Terrace, East Heidi, DE 70740",True,True,0,24.81
2419,3863,debit_card,Visa Debit,****1306,1306,af83b464-84bb-4ca3-a79b-88cb8447ae26,active,True,2025-05-01 09:32:04,09/26,2025-09-29 09:32:04,41,3024.47,verified,MX,Ray LLC,"51832 Adam Hills, Castillofurt, TN 25259",True,False,0,54.62
2420,4369,debit_card,Mastercard Debit,****8796,8796,68e3937b-f9e2-44da-b811-da8fe99cdecc,active,True,2025-04-08 09:32:04,09/30,,55,5460.18,verified,CO,Gomez Inc,"323 George Coves Apt. 712, North Michelle, UT 24644",True,True,0,60.52
2421,8232,bank_transfer,PIX,****9904,9904,2a9a90ed-c18d-477d-8dc6-8135679c38f8,blocked,True,2024-05-10 09:32:04,,2025-02-06 09:32:04,42,387.07,verified,BR,Schaefer-Hernandez,,,,3,8.98
2422,2132,debit_card,Maestro,****5573,5573,9da1d64b-b7ad-42b9-8fb6-81d524be61da,inactive,False,2024-04-13 09:32:04,07/28,2025-01-31 09:32:04,8,3853.89,verified,CO,Irwin LLC,"783 Vasquez Forge Suite 849, West Patricialand, MO 33731",True,True,0,11.9
2423,922,credit_card,Visa,****4293,4293,29e7ce79-ccdc-4b15-8d36-d13376f8c665,active,True,2024-10-06 09:32:04,10/29,2025-09-26 09:32:04,158,33858.39,verified,BR,"Hester, Hood and Mckinney","336 Stewart Green Suite 665, Bakermouth, UT 30035",True,True,0,93.26
2424,2385,bank_transfer,TEF,****1869,1869,71bdecab-0194-4002-82ea-b2b611a99b64,active,False,2025-03-08 09:32:04,,2025-09-20 09:32:04,194,30668.42,verified,PE,Schroeder-Ortiz,,,,0,29.14
2425,1952,debit_card,Mastercard Debit,****4759,4759,0fd015ac-e1c5-4b64-b48b-6c9dbd121635,active,False,2025-08-21 09:32:04,12/29,2025-09-30 09:32:04,90,2179.8,verified,MX,"King, Garner and Wolf","USCGC Holt, FPO AP 06511",True,True,0,94.02
2426,4949,debit_card,Visa Debit,****5983,5983,9d168f67-017e-45ef-9424-f2b06bbbdb1a,inactive,True,2024-07-25 09:32:04,06/27,2025-08-18 09:32:04,33,3802.2,verified,CL,Jenkins-Harrison,"762 Miller Isle Suite 360, South Erikachester, HI 17409",True,True,0,13.56
2427,1871,credit_card,Mastercard,****6721,6721,7a0d5077-62bb-4c4d-82da-81bf6ec6e97e,active,True,2025-03-04 09:32:04,02/26,2025-08-27 09:32:04,154,22428.56,verified,CO,"Baker, Thompson and Boyd","868 Stuart Turnpike, South Angela, VI 84188",True,False,0,3.04
2428,9085,credit_card,American Express,****8639,8639,1b7d4c01-b736-49d2-86c0-4a444f072b39,expired,False,2024-05-07 09:32:04,03/25,2025-05-03 09:32:04,48,1532.35,verified,PE,"Williams, Mathews and Martin","0142 Colleen Street Apt. 881, Leeview, CT 87164",True,False,0,94.48
2429,8069,credit_card,Mastercard,****1770,1770,69675dc3-ba31-4ec6-b268-c94b9f01e0d8,active,False,2025-10-22 09:32:04,01/28,2025-09-15 09:32:04,99,39413.53,verified,MX,Harris-Glenn,"07546 Joanna Walk Apt. 412, West Jessicaville, UT 98677",True,False,0,26.26
2430,4776,debit_card,Maestro,****4473,4473,fc733793-a4d7-4bd6-b10c-5ccea91c25e4,inactive,False,2025-07-23 09:32:04,12/25,2025-06-13 09:32:04,49,641.17,pending,MX,"Valdez, Olson and Wade","USCGC Nunez, FPO AE 60672",True,False,0,86.72
2431,7396,credit_card,Mastercard,****3806,3806,66d25488-7beb-4eaf-95c5-ee9487c725e7,active,False,2024-07-15 09:32:04,01/28,2025-10-20 09:32:04,98,48987.42,verified,MX,"Walton, Herrera and Cunningham","4984 Cook Inlet, Lake Brenda, TN 24881",True,False,0,40.57
2432,9826,debit_card,Mastercard Debit,****8492,8492,ed99cc06-5ea2-4f3e-b34a-b143f7dcf21d,inactive,False,2025-09-11 09:32:04,10/28,2025-04-24 09:32:04,49,3967.04,pending,MX,Reeves PLC,"USS Estrada, FPO AP 41767",True,True,0,50.48
2433,4816,credit_card,American Express,****8127,8127,7b2a7ccb-f648-4cf9-b382-e0dc78d56f1e,active,False,2025-08-07 09:32:04,08/26,2025-10-06 09:32:04,150,37116.09,verified,BR,"Ruiz, Sanchez and Campbell","20030 Daniels Spring, Erinshire, FM 81299",True,True,0,99.72
2434,8971,bank_transfer,TEF,****8453,8453,23f277d3-3370-4b5a-bb91-7ec477222130,active,False,2024-06-20 09:32:04,,2025-10-24 09:32:04,3,29463.3,verified,MX,"Clark, Roberts and Sharp",,,,0,7.98
2435,4984,credit_card,American Express,****8530,8530,59d4ef19-4f71-4b04-bde3-8111969ddb6e,expired,False,2025-10-07 09:32:04,05/25,2025-07-26 09:32:04,42,4038.41,verified,BR,Haney Group,"9729 Obrien Mountains Suite 231, Juliashire, CO 66949",False,True,0,55.44
2436,1636,ewallet,Rappi Pay,timothy79@example.com,,da169de9-3f6d-4621-86db-07f450528b25,active,False,2025-08-02 09:32:04,,2025-10-20 09:32:04,17,23867.71,verified,AR,,,,,0,72.04
2437,6590,bank_transfer,PIX,****5122,5122,2e26f883-38e1-45e2-9c69-5d4573ba592f,active,False,2025-01-06 09:32:04,,2025-10-03 09:32:04,136,45207.13,verified,MX,Martinez-Kennedy,,,,0,9.6
2438,9943,debit_card,Visa Debit,****6446,6446,7f4a318a-98dc-4fde-b5ab-53b733017e9a,active,False,2025-07-12 09:32:04,01/30,2025-09-05 09:32:04,29,44799.25,pending,AR,Stewart-Martinez,"4039 Leon Mountains Apt. 811, Hannahport, ID 05290",True,True,0,1.39
2439,729,credit_card,Visa,****2161,2161,7380dfa3-9034-4ae4-898d-99d31ca24630,active,False,2024-01-07 09:32:04,10/27,2025-10-13 09:32:04,172,7394.11,pending,AR,"Gill, Brown and Ferrell","3190 Jon Rest, Lake Darryl, MO 56728",False,True,0,36.32
2440,4241,credit_card,American Express,****9960,9960,925ccd83-cbaf-41dc-9626-53d1ed4c81ae,inactive,True,2023-11-17 09:32:04,10/29,2025-06-14 09:32:04,31,2989.78,verified,CO,Mclaughlin-Thomas,"410 Mckenzie Valley Apt. 566, Wilsonmouth, NY 35465",True,True,0,35.06
2441,9904,credit_card,Visa,****8798,8798,8d8f70a1-9241-4bc7-98cc-63e77b28acd1,active,False,2023-11-23 09:32:04,11/27,2025-09-29 09:32:04,106,32395.78,verified,CO,Pratt-Campbell,"48674 Howard Green, Jamesfurt, OR 37140",True,False,0,16.25
2442,7835,bank_transfer,Transferencia,****3227,3227,963e5d49-fdf0-4d9b-9804-93e2477f5f7f,active,False,2025-09-06 09:32:04,,2025-09-26 09:32:04,178,49390.73,pending,CO,Garcia Ltd,,,,0,18.28
2443,3270,debit_card,Visa Debit,****4753,4753,01a71770-4564-49c7-9751-ec789a690451,active,False,2024-11-14 09:32:04,03/30,2025-10-22 09:32:04,29,46321.94,verified,CO,Schroeder Ltd,"423 Ryan Fork, Nobleside, IA 22638",True,False,0,84.04
2444,4411,bank_transfer,SPEI,****5087,5087,4fd41027-1f5f-4896-90e4-5a741ee6a20a,active,False,2024-02-13 09:32:04,,2025-09-24 09:32:04,149,30937.09,verified,MX,Salinas-Brown,,,,0,26.26
2445,8566,debit_card,Mastercard Debit,****6435,6435,134be142-0afe-41c6-9efb-a486f13a518e,inactive,True,2025-06-16 09:32:04,08/29,2024-12-04 09:32:04,42,1586.61,verified,CL,"Watkins, Baker and Moore","01246 Horn Mill, Melindafort, KY 41871",True,True,0,80.99
2446,2964,bank_transfer,PIX,****2004,2004,8b578b63-a990-4c31-be42-1ae544c0f5e2,active,True,2024-07-04 09:32:04,,2025-09-07 09:32:04,71,12874.7,pending,AR,Zhang-Wright,,,,0,64.29
2447,9659,bank_transfer,TEF,****4099,4099,cf2e434e-2fa7-4052-8a57-ff3596efe99a,active,True,2024-10-26 09:32:04,,2025-09-08 09:32:04,175,41525.73,verified,CO,Franklin-Rodriguez,,,,0,87.39
2448,2848,bank_transfer,TEF,****4468,4468,c6438959-a332-425d-a9c5-9b38ed22c223,active,False,2024-06-10 09:32:04,,2025-10-02 09:32:04,120,18078.06,verified,MX,Mccormick-Hester,,,,0,31.61
2449,2394,bank_transfer,SPEI,****8865,8865,35b542a8-f8ce-4ccc-93f8-929694e28976,inactive,True,2024-06-10 09:32:04,,2025-05-27 09:32:04,33,2347.87,verified,BR,"Campbell, Howard and Colon",,,,0,28.63
2450,8148,credit_card,Visa,****3821,3821,a330d066-1928-4898-963b-591cc240d470,active,False,2024-09-23 09:32:04,10/28,2025-10-04 09:32:04,66,4232.38,verified,MX,Hudson and Sons,"2707 Rodriguez Village, Sandraborough, VA 76418",True,True,0,52.41
2451,8893,debit_card,Visa Debit,****8614,8614,82d8f450-315d-4efc-9fb4-395bd42e2c90,active,True,2025-04-27 09:32:04,05/28,2025-10-05 09:32:04,66,2686.48,verified,MX,"Spencer, Luna and Gutierrez","44741 Roberson Roads, South Andrew, GA 98731",True,True,0,36.02
2452,140,debit_card,Visa Debit,****8607,8607,055dd2e2-003b-4c7e-a263-f5d067e968ca,active,False,2024-12-25 09:32:04,02/29,2025-10-13 09:32:04,142,26947.26,verified,BR,"West, Cline and Carter","18814 Smith View Apt. 561, South Mike, SC 20417",False,True,0,7.97
2453,723,credit_card,Mastercard,****9450,9450,e2e95228-deea-4077-87f0-c1a8df1cc7fc,active,False,2024-10-31 09:32:04,03/30,2025-09-16 09:32:04,142,48750.4,verified,CL,Stewart-Baker,"PSC 3914, Box 0914, APO AP 90873",True,False,0,96.48
2454,5205,bank_transfer,PIX,****1129,1129,608cfb12-996e-4db9-b7ca-b9ca8e8e3941,active,False,2024-07-09 09:32:04,,2025-09-29 09:32:04,64,13266.44,verified,CO,"Blankenship, Robertson and Knight",,,,0,69.22
2455,2609,bank_transfer,PIX,****4642,4642,93a701f9-73af-4b8d-91fe-e0276b9513d4,active,False,2025-06-11 09:32:04,,2025-09-19 09:32:04,38,47173.51,verified,CL,Bailey-Maldonado,,,,0,25.49
2456,3495,credit_card,Mastercard,****2862,2862,01849979-16ac-48f2-b333-b2c9ad8ba1af,active,False,2024-04-09 09:32:04,02/27,2025-08-28 09:32:04,180,39868.3,verified,AR,Nunez-Murray,"61453 Roberts Orchard Apt. 668, Diazland, KY 08446",True,False,0,95.7
2457,2814,debit_card,Visa Debit,****7604,7604,4a1e24f6-e7c2-4a16-9416-1afb3ddfe4ac,blocked,False,2024-09-19 09:32:04,08/30,2025-06-30 09:32:04,28,905.0,verified,BR,Jackson PLC,"08781 Garcia Mill, Marcborough, NM 75856",True,True,0,40.44
2458,6124,credit_card,Visa,****1527,1527,bf1718d0-f2a6-4baa-838d-24ccb83d2945,active,False,2024-11-23 09:32:04,10/26,2025-10-10 09:32:04,161,26455.53,verified,CO,Martinez-James,"2804 Morrison Mountain Suite 775, Lawrenceville, IA 19830",True,False,0,18.55
2459,5347,ewallet,PayPal,bobbygordon@example.com,,b661a260-5004-4f1d-9d26-9fc653262a02,active,False,2025-06-30 09:32:04,,2025-09-25 09:32:04,22,18244.06,verified,MX,,,,,0,12.97
2460,4430,debit_card,Visa Debit,****8349,8349,a1ef72a7-0fce-410c-b696-a52532cf0dfe,active,True,2024-03-12 09:32:04,10/29,2025-09-20 09:32:04,176,13503.13,verified,MX,Banks and Sons,"365 Harris Mall Apt. 096, Oconnortown, CT 76593",True,True,0,38.03
2461,6962,credit_card,Visa,****7391,7391,70ed4859-9f48-482b-a0d1-141046349992,active,False,2025-02-01 09:32:04,10/29,2025-08-27 09:32:04,63,13202.15,pending,BR,"Mckenzie, Adams and Keller","728 Bryan Burg Suite 022, East Rickeyport, KY 73904",True,False,0,90.38
2462,5179,bank_transfer,PSE,****7707,7707,85604afc-8b97-4f55-a6de-201c9b515d52,inactive,False,2024-02-17 09:32:04,,2025-02-06 09:32:04,6,1785.37,verified,MX,Parker Group,,,,0,91.2
2463,6930,debit_card,Mastercard Debit,****9650,9650,d258592b-e088-44eb-bc95-5bb61c32aefb,active,False,2024-02-06 09:32:04,08/29,2025-10-22 09:32:04,117,42096.36,verified,CO,Hill-Bennett,"854 Holder Shoals, South Albert, PW 57338",False,True,0,26.78
2464,8245,bank_transfer,Transferencia,****3498,3498,7fe27e45-4ba2-42be-80d2-a7e6d5f0640f,active,False,2024-06-10 09:32:04,,2025-09-14 09:32:04,37,4399.64,verified,AR,Bailey-Gonzalez,,,,0,94.29
2465,8416,ewallet,Clip,benjaminnicholson@example.net,,f10da699-d42f-4832-8e96-26d844e3df10,active,True,2024-12-31 09:32:04,,2025-09-16 09:32:04,42,46102.11,verified,AR,,,,,0,89.1
2466,4067,debit_card,Maestro,****2319,2319,8b578a99-223c-4530-bf70-eade8f842cbe,active,False,2023-12-30 09:32:04,03/27,2025-09-20 09:32:04,126,37495.04,verified,MX,Jones Ltd,"USCGC May, FPO AA 17120",True,False,0,31.61
2467,8776,credit_card,Visa,****4756,4756,5876a070-9f3f-445c-928c-3b877fbe845c,active,True,2025-05-01 09:32:04,09/26,2025-09-16 09:32:04,24,11951.85,verified,MX,Valentine-James,"307 Lawson Road Apt. 072, Davidtown, AL 78366",False,True,0,74.66
